project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Basel Modul 3,installation filling needles modul 3,operator a touches top of filling needle 2,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b bumps into isolator door with scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle assembly bag,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b damages filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b disrupts airflow,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle assembly bag,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle assembly bag,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle assembly bag,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - no obstacles,less than 5 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b drops filling needle tube 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,far - no obstacles,less than 5 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b drops scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b incompletely inspects isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b leaves isolator glove in outward facing position,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b misplaces filling needle assembly bag on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b omits to inspect isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b pulls out filling needle 1 from filling needle sleeve 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b pulls out filling needle 2 from filling needle sleeve 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,moderate
Basel Modul 3,installation filling needles modul 3,operator b punctures isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b punctures isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b punctures isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b punctures isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b tears filling needle assembly bag with hook,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b tears isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b tears isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b tears isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b tears isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b touches inside of isolator door,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b touches tip of scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,operator b touches tip of scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,operator b touches tip of scissors 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,more than 50 cm,200 g-1 kg,easy
Basel Modul 3,installation filling needles modul 3,scissors 1 exhibit damage,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,scissors 2 exhibit damage,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation filling needles modul 3,special forceps exhibits damage,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,gloves exhibit damage,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,hmi exhibits error,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a brushes stopper bowl vibratory plate with gowning,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a brushes stopper hopper vibratory plate with gowning,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages isolator door with stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages isolator door with stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper bowl sensor cable 1,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper bowl sensor cable 2,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper bowl vibratory plate with stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper hopper sensor cable,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a damages stopper hopper vibratory plate with stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper flap,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a drops stopper lock,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,using gloved hand,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incompletely awaits exposure time,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incompletely tightens stopper flap screw,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,far - with obstacles,less than 5 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incompletely tightens stopper lock screw,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,using gloved hand,high,far - with obstacles,less than 5 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incorrectly connects stopper bowl sensor cable 1,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incorrectly connects stopper bowl sensor cable 2,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a incorrectly connects stopper hopper sensor cable,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a leans in isolator,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a leans in isolator,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,usage of non-sterile tool,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a leans in isolator,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a leans in isolator,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a misplaces stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a misplaces stopper flap,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a misplaces stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a misplaces stopper lock,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,using gloved hand,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a overreaches stopper lock,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,using gloved hand,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a retrieves wrong sensor cable,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,medium,near - with obstacles,31-50 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper bowl,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper hopper,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),0,not applicable,high,near - with obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator a touches stopper lock,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,single gloved hands,slow,isolator with doors open (c background),1,using gloved hand,high,far - with obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b bumps into isolator door with trolley,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,difficult
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops ethanol spray,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops ethanol spray,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,31-50 cm,1-3 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops packaged stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops packaged stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops packaged stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops packaged stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,less than 200 g,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops stopper flap,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops stopper hopper,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,more than 50 cm,more than 3 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b drops stopper lock,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),1,using gloved hand,high,near - no obstacles,5-30 cm,200 g-1 kg,moderate
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely awaits exposure time,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely disinfects gloves,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,workbench,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Basel Modul 3,installation stopper bowl and track lanes modul 3,operator b incompletely opens packaged stopper bowl,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,single gloved hands,medium,isolator with doors open (c background),0,not applicable,high,near - no obstacles,31-50 cm,less than 200 g,easy
